type,facdor__period,facdor__status,facdor__openPrice,facdor__openNumber,facdor__isGreen,facdor__isRed,facdor__isViolet
3,20200613059,0,64782,2,0,1,0
3,20200613058,0,64766,6,0,1,0
3,20200613057,0,64788,8,0,1,0
3,20200613056,0,64802,2,0,1,0
3,20200613055,0,64804,4,0,1,0
3,20200613054,0,64790,0,0,1,1
3,20200613053,0,64796,6,0,1,0
3,20200613052,0,64792,2,0,1,0
3,20200613051,0,64773,3,1,0,0
3,20200613050,0,64742,2,0,1,0
3,20200613049,0,64759,9,1,0,0
3,20200613048,0,64747,7,1,0,0
3,20200613047,0,64752,2,0,1,0
3,20200613046,0,64749,9,1,0,0
3,20200613045,0,64732,2,0,1,0
3,20200613044,0,64729,9,1,0,0
3,20200613043,0,64717,7,1,0,0
3,20200613042,0,64719,9,1,0,0
3,20200613041,0,64723,3,1,0,0
3,20200613040,0,64703,3,1,0,0
3,20200613039,0,64697,7,1,0,0
3,20200613038,0,64705,5,1,0,1
3,20200613037,0,64730,0,0,1,1
3,20200613036,0,64722,2,0,1,0
3,20200613035,0,64725,5,1,0,1
3,20200613034,0,64736,6,0,1,0
3,20200613033,0,64746,6,0,1,0
3,20200613032,0,64751,1,1,0,0
3,20200613031,0,64753,3,1,0,0
3,20200613030,0,64734,4,0,1,0
3,20200613029,0,64725,5,1,0,1
3,20200613028,0,64715,5,1,0,1
3,20200613027,0,64732,2,0,1,0
3,20200613026,0,64719,9,1,0,0
3,20200613025,0,64710,0,0,1,1
3,20200613024,0,64704,4,0,1,0
3,20200613023,0,64692,2,0,1,0
3,20200613022,0,64708,8,0,1,0
3,20200613021,0,64713,3,1,0,0
3,20200613020,0,64734,4,0,1,0
3,20200613019,0,64746,6,0,1,0
3,20200613018,0,64748,8,0,1,0
3,20200613017,0,64747,7,1,0,0
3,20200613016,0,64742,2,0,1,0
3,20200613015,0,64754,4,0,1,0
3,20200613014,0,64785,5,1,0,1
3,20200613013,0,64792,2,0,1,0
3,20200613012,0,64775,5,1,0,1
3,20200613011,0,64782,2,0,1,0
3,20200613010,0,64788,8,0,1,0
3,20200613009,0,64782,2,0,1,0
3,20200613008,0,64795,5,1,0,1
3,20200613007,0,64773,3,1,0,0
3,20200613006,0,64756,6,0,1,0
3,20200613005,0,64753,3,1,0,0
3,20200613004,0,64788,8,0,1,0
3,20200613003,0,64808,8,0,1,0
3,20200613002,0,64831,1,1,0,0
3,20200613001,0,64801,1,1,0,0
3,20200612480,0,64797,7,1,0,0
3,20200612479,0,64807,7,1,0,0
3,20200612478,0,64790,0,0,1,1
3,20200612477,0,64800,0,0,1,1
3,20200612476,0,64788,8,0,1,0
3,20200612475,0,64779,9,1,0,0
3,20200612474,0,64792,2,0,1,0
3,20200612473,0,64797,7,1,0,0
3,20200612472,0,64823,3,1,0,0
3,20200612471,0,64808,8,0,1,0
3,20200612470,0,64812,2,0,1,0
3,20200612469,0,64808,8,0,1,0
3,20200612468,0,64795,5,1,0,1
3,20200612467,0,64817,7,1,0,0
3,20200612466,0,64830,0,0,1,1
3,20200612465,0,64828,8,0,1,0
3,20200612464,0,64837,7,1,0,0
3,20200612463,0,64828,8,0,1,0
3,20200612462,0,64835,5,1,0,1
3,20200612461,0,64843,3,1,0,0
3,20200612460,0,64842,2,0,1,0
3,20200612459,0,64846,6,0,1,0
3,20200612458,0,64861,1,1,0,0
3,20200612457,0,64879,9,1,0,0
3,20200612456,0,64865,5,1,0,1
3,20200612455,0,64857,7,1,0,0
3,20200612454,0,64865,5,1,0,1
3,20200612453,0,64873,3,1,0,0
3,20200612452,0,64874,4,0,1,0
3,20200612451,0,64879,9,1,0,0
3,20200612450,0,64881,1,1,0,0
3,20200612449,0,64893,3,1,0,0
3,20200612448,0,64875,5,1,0,1
3,20200612447,0,64855,5,1,0,1
3,20200612446,0,64860,0,0,1,1
3,20200612445,0,64877,7,1,0,0
3,20200612444,0,64887,7,1,0,0
3,20200612443,0,64885,5,1,0,1
3,20200612442,0,64882,2,0,1,0
3,20200612441,0,64858,8,0,1,0
3,20200612440,0,64888,8,0,1,0
3,20200612439,0,64897,7,1,0,0
3,20200612438,0,64895,5,1,0,1
3,20200612437,0,64895,5,1,0,1
3,20200612436,0,64905,5,1,0,1
3,20200612435,0,64912,2,0,1,0
3,20200612434,0,64939,9,1,0,0
3,20200612433,0,64947,7,1,0,0
3,20200612432,0,64922,2,0,1,0
3,20200612431,0,64901,1,1,0,0
3,20200612430,0,64890,0,0,1,1
3,20200612429,0,64890,0,0,1,1
3,20200612428,0,64875,5,1,0,1
3,20200612427,0,64887,7,1,0,0
3,20200612426,0,64911,1,1,0,0
3,20200612425,0,64894,4,0,1,0
3,20200612424,0,64922,2,0,1,0
3,20200612423,0,64947,7,1,0,0
3,20200612422,0,64938,8,0,1,0
3,20200612421,0,64928,8,0,1,0
3,20200612420,0,64935,5,1,0,1
3,20200612419,0,64952,2,0,1,0
3,20200612418,0,64977,7,1,0,0
3,20200612417,0,64955,5,1,0,1
3,20200612416,0,64977,7,1,0,0
3,20200612415,0,64971,1,1,0,0
3,20200612414,0,64987,7,1,0,0
3,20200612413,0,65012,2,0,1,0
3,20200612412,0,65000,0,0,1,1
3,20200612411,0,65005,5,1,0,1
3,20200612410,0,64997,7,1,0,0
3,20200612409,0,64975,5,1,0,1
3,20200612408,0,64972,2,0,1,0
3,20200612407,0,64976,6,0,1,0
3,20200612406,0,64973,3,1,0,0
3,20200612405,0,64966,6,0,1,0
3,20200612404,0,64983,3,1,0,0
3,20200612403,0,64966,6,0,1,0
3,20200612402,0,64961,1,1,0,0
3,20200612401,0,64959,9,1,0,0
3,20200612400,0,64931,1,1,0,0
3,20200612399,0,64919,9,1,0,0
3,20200612398,0,64927,7,1,0,0
3,20200612397,0,64912,2,0,1,0
3,20200612396,0,64933,3,1,0,0
3,20200612395,0,64949,9,1,0,0
3,20200612394,0,64948,8,0,1,0
3,20200612393,0,64918,8,0,1,0
3,20200612392,0,64924,4,0,1,0
3,20200612391,0,64929,9,1,0,0
3,20200612390,0,64948,8,0,1,0
3,20200612389,0,64932,2,0,1,0
3,20200612388,0,64955,5,1,0,1
3,20200612387,0,64943,3,1,0,0
3,20200612386,0,64954,4,0,1,0
3,20200612385,0,64970,0,0,1,1
3,20200612384,0,64973,3,1,0,0
3,20200612383,0,64951,1,1,0,0
3,20200612382,0,64950,0,0,1,1
3,20200612381,0,64957,7,1,0,0
3,20200612380,0,64942,2,0,1,0
