type,facdor__period,facdor__status,facdor__openPrice,facdor__openNumber,facdor__isGreen,facdor__isRed,facdor__isViolet
3,20200608405,0,65408,8,0,1,0
3,20200608404,0,65392,2,0,1,0
3,20200608403,0,65417,7,1,0,0
3,20200608402,0,65440,0,0,1,1
3,20200608401,0,65451,1,1,0,0
3,20200608400,0,65461,1,1,0,0
3,20200608399,0,65446,6,0,1,0
3,20200608398,0,65430,0,0,1,1
3,20200608397,0,65439,9,1,0,0
3,20200608396,0,65445,5,1,0,1
3,20200608395,0,65453,3,1,0,0
3,20200608394,0,65446,6,0,1,0
3,20200608393,0,65451,1,1,0,0
3,20200608392,0,65477,7,1,0,0
3,20200608391,0,65466,6,0,1,0
3,20200608390,0,65465,5,1,0,1
3,20200608389,0,65468,8,0,1,0
3,20200608388,0,65448,8,0,1,0
3,20200608387,0,65460,0,0,1,1
3,20200608386,0,65446,6,0,1,0
3,20200608385,0,65448,8,0,1,0
3,20200608384,0,65461,1,1,0,0
3,20200608383,0,65472,2,0,1,0
3,20200608382,0,65466,6,0,1,0
3,20200608381,0,65484,4,0,1,0
3,20200608380,0,65509,9,1,0,0
3,20200608379,0,65492,2,0,1,0
3,20200608378,0,65489,9,1,0,0
3,20200608377,0,65508,8,0,1,0
3,20200608376,0,65525,5,1,0,1
3,20200608375,0,65536,6,0,1,0
3,20200608374,0,65512,2,0,1,0
3,20200608373,0,65505,5,1,0,1
3,20200608372,0,65470,0,0,1,1
3,20200608371,0,65440,0,0,1,1
3,20200608370,0,65427,7,1,0,0
3,20200608369,0,65414,4,0,1,0
3,20200608368,0,65416,6,0,1,0
3,20200608367,0,65407,7,1,0,0
3,20200608366,0,65390,0,0,1,1
3,20200608365,0,65387,7,1,0,0
3,20200608364,0,65371,1,1,0,0
3,20200608363,0,65385,5,1,0,1
3,20200608362,0,65394,4,0,1,0
3,20200608361,0,65421,1,1,0,0
3,20200608360,0,65402,2,0,1,0
3,20200608359,0,65387,7,1,0,0
3,20200608358,0,65384,4,0,1,0
3,20200608357,0,65389,9,1,0,0
3,20200608356,0,65399,9,1,0,0
3,20200608355,0,65429,9,1,0,0
3,20200608354,0,65444,4,0,1,0
3,20200608353,0,65438,8,0,1,0
3,20200608352,0,65441,1,1,0,0
3,20200608351,0,65457,7,1,0,0
3,20200608350,0,65435,5,1,0,1
3,20200608349,0,65441,1,1,0,0
3,20200608348,0,65432,2,0,1,0
3,20200608347,0,65423,3,1,0,0
3,20200608346,0,65418,8,0,1,0
3,20200608345,0,65393,3,1,0,0
3,20200608344,0,65418,8,0,1,0
3,20200608343,0,65423,3,1,0,0
3,20200608342,0,65410,0,0,1,1
3,20200608341,0,65415,5,1,0,1
3,20200608340,0,65412,2,0,1,0
3,20200608339,0,65429,9,1,0,0
3,20200608338,0,65408,8,0,1,0
3,20200608337,0,65421,1,1,0,0
3,20200608336,0,65432,2,0,1,0
3,20200608335,0,65415,5,1,0,1
3,20200608334,0,65414,4,0,1,0
3,20200608333,0,65421,1,1,0,0
3,20200608332,0,65393,3,1,0,0
3,20200608331,0,65385,5,1,0,1
3,20200608330,0,65393,3,1,0,0
3,20200608329,0,65408,8,0,1,0
3,20200608328,0,65414,4,0,1,0
3,20200608327,0,65407,7,1,0,0
3,20200608326,0,65414,4,0,1,0
3,20200608325,0,65418,8,0,1,0
3,20200608324,0,65412,2,0,1,0
3,20200608323,0,65380,0,0,1,1
3,20200608322,0,65408,8,0,1,0
3,20200608321,0,65404,4,0,1,0
3,20200608320,0,65417,7,1,0,0
3,20200608319,0,65429,9,1,0,0
3,20200608318,0,65402,2,0,1,0
3,20200608317,0,65429,9,1,0,0
3,20200608316,0,65439,9,1,0,0
3,20200608315,0,65425,5,1,0,1
3,20200608314,0,65424,4,0,1,0
3,20200608313,0,65405,5,1,0,1
3,20200608312,0,65429,9,1,0,0
3,20200608311,0,65425,5,1,0,1
3,20200608310,0,65440,0,0,1,1
3,20200608309,0,65454,4,0,1,0
3,20200608308,0,65475,5,1,0,1
3,20200608307,0,65458,8,0,1,0
3,20200608306,0,65459,9,1,0,0
3,20200608305,0,65449,9,1,0,0
3,20200608304,0,65430,0,0,1,1
3,20200608303,0,65421,1,1,0,0
3,20200608302,0,65425,5,1,0,1
3,20200608301,0,65414,4,0,1,0
3,20200608300,0,65423,3,1,0,0
3,20200608299,0,65407,7,1,0,0
3,20200608298,0,65420,0,0,1,1
3,20200608297,0,65432,2,0,1,0
3,20200608296,0,65434,4,0,1,0
3,20200608295,0,65432,2,0,1,0
3,20200608294,0,65424,4,0,1,0
3,20200608293,0,65441,1,1,0,0
3,20200608292,0,65425,5,1,0,1
3,20200608291,0,65411,1,1,0,0
3,20200608290,0,65421,1,1,0,0
3,20200608289,0,65426,6,0,1,0
3,20200608288,0,65409,9,1,0,0
3,20200608287,0,65439,9,1,0,0
3,20200608286,0,65451,1,1,0,0
3,20200608285,0,65436,6,0,1,0
3,20200608284,0,65431,1,1,0,0
3,20200608283,0,65424,4,0,1,0
3,20200608282,0,65412,2,0,1,0
3,20200608281,0,65442,2,0,1,0
3,20200608280,0,65455,5,1,0,1
3,20200608279,0,65481,1,1,0,0
3,20200608278,0,65498,8,0,1,0
3,20200608277,0,65522,2,0,1,0
3,20200608276,0,65536,6,0,1,0
3,20200608275,0,65559,9,1,0,0
3,20200608274,0,65553,3,1,0,0
3,20200608273,0,65576,6,0,1,0
3,20200608272,0,65589,9,1,0,0
3,20200608271,0,65609,9,1,0,0
3,20200608270,0,65632,2,0,1,0
3,20200608269,0,65633,3,1,0,0
3,20200608268,0,65638,8,0,1,0
3,20200608267,0,65614,4,0,1,0
3,20200608266,0,65612,2,0,1,0
3,20200608265,0,65590,0,0,1,1
3,20200608264,0,65576,6,0,1,0
3,20200608263,0,65568,8,0,1,0
3,20200608262,0,65543,3,1,0,0
3,20200608261,0,65574,4,0,1,0
3,20200608260,0,65587,7,1,0,0
3,20200608259,0,65618,8,0,1,0
3,20200608258,0,65639,9,1,0,0
3,20200608257,0,65654,4,0,1,0
3,20200608256,0,65651,1,1,0,0
3,20200608255,0,65667,7,1,0,0
3,20200608254,0,65680,0,0,1,1
3,20200608253,0,65686,6,0,1,0
3,20200608252,0,65684,4,0,1,0
3,20200608251,0,65683,3,1,0,0
3,20200608250,0,65707,7,1,0,0
3,20200608249,0,65692,2,0,1,0
3,20200608248,0,65710,0,0,1,1
3,20200608247,0,65694,4,0,1,0
3,20200608246,0,65689,9,1,0,0
3,20200608245,0,65673,3,1,0,0
3,20200608244,0,65680,0,0,1,1
3,20200608243,0,65686,6,0,1,0
3,20200608242,0,65694,4,0,1,0
3,20200608241,0,65666,6,0,1,0
3,20200608240,0,65676,6,0,1,0
3,20200608239,0,65699,9,1,0,0
3,20200608238,0,65677,7,1,0,0
3,20200608237,0,65650,0,0,1,1
3,20200608236,0,65638,8,0,1,0
3,20200608235,0,65635,5,1,0,1
3,20200608234,0,65630,0,0,1,1
3,20200608233,0,65649,9,1,0,0
3,20200608232,0,65644,4,0,1,0
3,20200608231,0,65665,5,1,0,1
3,20200608230,0,65659,9,1,0,0
3,20200608229,0,65687,7,1,0,0
3,20200608228,0,65691,1,1,0,0
3,20200608227,0,65692,2,0,1,0
3,20200608226,0,65680,0,0,1,1
3,20200608225,0,65681,1,1,0,0
3,20200608224,0,65683,3,1,0,0
3,20200608223,0,65678,8,0,1,0
3,20200608222,0,65662,2,0,1,0
3,20200608221,0,65650,0,0,1,1
3,20200608220,0,65675,5,1,0,1
3,20200608219,0,65674,4,0,1,0
3,20200608218,0,65662,2,0,1,0
3,20200608217,0,65679,9,1,0,0
3,20200608216,0,65687,7,1,0,0
3,20200608215,0,65715,5,1,0,1
3,20200608214,0,65705,5,1,0,1
3,20200608213,0,65698,8,0,1,0
3,20200608212,0,65699,9,1,0,0
3,20200608211,0,65699,9,1,0,0
3,20200608210,0,65691,1,1,0,0
3,20200608209,0,65694,4,0,1,0
3,20200608208,0,65717,7,1,0,0
3,20200608207,0,65716,6,0,1,0
3,20200608206,0,65707,7,1,0,0
3,20200608205,0,65730,0,0,1,1
3,20200608204,0,65711,1,1,0,0
3,20200608203,0,65711,1,1,0,0
3,20200608202,0,65713,3,1,0,0
3,20200608201,0,65717,7,1,0,0
3,20200608200,0,65729,9,1,0,0
3,20200608199,0,65742,2,0,1,0
3,20200608198,0,65734,4,0,1,0
3,20200608197,0,65733,3,1,0,0
3,20200608196,0,65737,7,1,0,0
3,20200608195,0,65728,8,0,1,0
3,20200608194,0,65751,1,1,0,0
3,20200608193,0,65745,5,1,0,1
3,20200608192,0,65762,2,0,1,0
3,20200608191,0,65774,4,0,1,0
3,20200608190,0,65780,0,0,1,1
3,20200608189,0,65775,5,1,0,1
3,20200608188,0,65789,9,1,0,0
3,20200608187,0,65809,9,1,0,0
3,20200608186,0,65833,3,1,0,0
3,20200608185,0,65851,1,1,0,0
3,20200608184,0,65851,1,1,0,0
3,20200608183,0,65862,2,0,1,0
3,20200608182,0,65873,3,1,0,0
3,20200608181,0,65869,9,1,0,0
3,20200608180,0,65852,2,0,1,0
3,20200608179,0,65857,7,1,0,0
3,20200608178,0,65853,3,1,0,0
3,20200608177,0,65862,2,0,1,0
3,20200608176,0,65846,6,0,1,0
3,20200608175,0,65849,9,1,0,0
3,20200608174,0,65851,1,1,0,0
3,20200608173,0,65835,5,1,0,1
3,20200608172,0,65816,6,0,1,0
3,20200608171,0,65798,8,0,1,0
3,20200608170,0,65826,6,0,1,0
3,20200608169,0,65849,9,1,0,0
3,20200608168,0,65879,9,1,0,0
3,20200608167,0,65871,1,1,0,0
3,20200608166,0,65872,2,0,1,0
3,20200608165,0,65870,0,0,1,1
3,20200608164,0,65850,0,0,1,1
3,20200608163,0,65860,0,0,1,1
3,20200608162,0,65863,3,1,0,0
3,20200608161,0,65859,9,1,0,0
3,20200608160,0,65859,9,1,0,0
3,20200608159,0,65841,1,1,0,0
3,20200608158,0,65857,7,1,0,0
3,20200608157,0,65883,3,1,0,0
3,20200608156,0,65879,9,1,0,0
3,20200608155,0,65891,1,1,0,0
3,20200608154,0,65873,3,1,0,0
3,20200608153,0,65889,9,1,0,0
3,20200608152,0,65906,6,0,1,0
3,20200608151,0,65932,2,0,1,0
3,20200608150,0,65936,6,0,1,0
3,20200608149,0,65933,3,1,0,0
3,20200608148,0,65916,6,0,1,0
3,20200608147,0,65880,0,0,1,1
3,20200608146,0,65861,1,1,0,0
3,20200608145,0,65878,8,0,1,0
3,20200608144,0,65872,2,0,1,0
3,20200608143,0,65880,0,0,1,1
3,20200608142,0,65904,4,0,1,0
3,20200608141,0,65907,7,1,0,0
3,20200608140,0,65902,2,0,1,0
3,20200608139,0,65926,6,0,1,0
3,20200608138,0,65923,3,1,0,0
3,20200608137,0,65936,6,0,1,0
3,20200608136,0,65923,3,1,0,0
3,20200608135,0,65938,8,0,1,0
3,20200608134,0,65959,9,1,0,0
3,20200608133,0,65985,5,1,0,1
3,20200608132,0,65977,7,1,0,0
3,20200608131,0,65985,5,1,0,1
3,20200608130,0,66006,6,0,1,0
3,20200608129,0,65995,5,1,0,1
3,20200608128,0,65991,1,1,0,0
3,20200608127,0,66006,6,0,1,0
3,20200608126,0,66003,3,1,0,0
3,20200608125,0,66035,5,1,0,1
3,20200608124,0,66027,7,1,0,0
3,20200608123,0,66030,0,0,1,1
3,20200608122,0,66038,8,0,1,0
3,20200608121,0,66013,3,1,0,0
3,20200608120,0,66010,0,0,1,1
3,20200608119,0,66032,2,0,1,0
3,20200608118,0,66043,3,1,0,0
3,20200608117,0,66053,3,1,0,0
3,20200608116,0,66058,8,0,1,0
3,20200608115,0,66062,2,0,1,0
3,20200608114,0,66061,1,1,0,0
3,20200608113,0,66083,3,1,0,0
3,20200608112,0,66085,5,1,0,1
3,20200608111,0,66076,6,0,1,0
3,20200608110,0,66084,4,0,1,0
3,20200608109,0,66096,6,0,1,0
3,20200608108,0,66081,1,1,0,0
3,20200608107,0,66059,9,1,0,0
3,20200608106,0,66065,5,1,0,1
3,20200608105,0,66089,9,1,0,0
3,20200608104,0,66080,0,0,1,1
3,20200608103,0,66086,6,0,1,0
3,20200608102,0,66080,0,0,1,1
3,20200608101,0,66109,9,1,0,0
3,20200608100,0,66093,3,1,0,0
3,20200608099,0,66080,0,0,1,1
3,20200608098,0,66091,1,1,0,0
3,20200608097,0,66118,8,0,1,0
3,20200608096,0,66093,3,1,0,0
3,20200608095,0,66110,0,0,1,1
3,20200608094,0,66094,4,0,1,0
3,20200608093,0,66102,2,0,1,0
3,20200608092,0,66131,1,1,0,0
3,20200608091,0,66135,5,1,0,1
3,20200608090,0,66124,4,0,1,0
3,20200608089,0,66139,9,1,0,0
3,20200608088,0,66160,0,0,1,1
3,20200608087,0,66151,1,1,0,0
3,20200608086,0,66175,5,1,0,1
3,20200608085,0,66174,4,0,1,0
3,20200608084,0,66195,5,1,0,1
3,20200608083,0,66214,4,0,1,0
3,20200608082,0,66216,6,0,1,0
3,20200608081,0,66206,6,0,1,0
3,20200608080,0,66216,6,0,1,0
3,20200608079,0,66230,0,0,1,1
3,20200608078,0,66237,7,1,0,0
3,20200608077,0,66245,5,1,0,1
3,20200608076,0,66267,7,1,0,0
3,20200608075,0,66241,1,1,0,0
3,20200608074,0,66248,8,0,1,0
3,20200608073,0,66248,8,0,1,0
3,20200608072,0,66232,2,0,1,0
3,20200608071,0,66217,7,1,0,0
3,20200608070,0,66209,9,1,0,0
3,20200608069,0,66207,7,1,0,0
3,20200608068,0,66210,0,0,1,1
3,20200608067,0,66205,5,1,0,1
3,20200608066,0,66215,5,1,0,1
3,20200608065,0,66211,1,1,0,0
3,20200608064,0,66222,2,0,1,0
3,20200608063,0,66239,9,1,0,0
3,20200608062,0,66217,7,1,0,0
3,20200608061,0,66193,3,1,0,0
3,20200608060,0,66168,8,0,1,0
3,20200608059,0,66162,2,0,1,0
3,20200608058,0,66136,6,0,1,0
3,20200608057,0,66119,9,1,0,0
3,20200608056,0,66130,0,0,1,1
3,20200608055,0,66142,2,0,1,0
3,20200608054,0,66163,3,1,0,0
3,20200608053,0,66150,0,0,1,1
3,20200608052,0,66140,0,0,1,1
3,20200608051,0,66155,5,1,0,1
3,20200608050,0,66178,8,0,1,0
3,20200608049,0,66165,5,1,0,1
3,20200608048,0,66156,6,0,1,0
3,20200608047,0,66153,3,1,0,0
3,20200608046,0,66144,4,0,1,0
3,20200608045,0,66157,7,1,0,0
3,20200608044,0,66158,8,0,1,0
3,20200608043,0,66152,2,0,1,0
3,20200608042,0,66147,7,1,0,0
3,20200608041,0,66135,5,1,0,1
3,20200608040,0,66144,4,0,1,0
3,20200608039,0,66138,8,0,1,0
3,20200608038,0,66137,7,1,0,0
3,20200608037,0,66114,4,0,1,0
3,20200608036,0,66120,0,0,1,1
3,20200608035,0,66145,5,1,0,1
3,20200608034,0,66133,3,1,0,0
3,20200608033,0,66117,7,1,0,0
3,20200608032,0,66125,5,1,0,1
3,20200608031,0,66131,1,1,0,0
3,20200608030,0,66112,2,0,1,0
3,20200608029,0,66088,8,0,1,0
3,20200608028,0,66093,3,1,0,0
3,20200608027,0,66116,6,0,1,0
3,20200608026,0,66140,0,0,1,1
3,20200608025,0,66126,6,0,1,0
3,20200608024,0,66129,9,1,0,0
3,20200608023,0,66101,1,1,0,0
3,20200608022,0,66108,8,0,1,0
3,20200608021,0,66102,2,0,1,0
3,20200608020,0,66096,6,0,1,0
3,20200608019,0,66106,6,0,1,0
3,20200608018,0,66116,6,0,1,0
3,20200608017,0,66090,0,0,1,1
3,20200608016,0,66109,9,1,0,0
3,20200608015,0,66126,6,0,1,0
3,20200608014,0,66107,7,1,0,0
3,20200608013,0,66121,1,1,0,0
3,20200608012,0,66107,7,1,0,0
3,20200608011,0,66105,5,1,0,1
3,20200608010,0,66108,8,0,1,0
3,20200608009,0,66095,5,1,0,1
3,20200608008,0,66072,2,0,1,0
3,20200608007,0,66054,4,0,1,0
3,20200608006,0,66063,3,1,0,0
3,20200608005,0,66048,8,0,1,0
3,20200608004,0,66039,9,1,0,0
3,20200608003,0,66059,9,1,0,0
3,20200608002,0,66054,4,0,1,0
3,20200608001,0,66063,3,1,0,0
3,20200607480,0,66047,7,1,0,0
3,20200607479,0,66041,1,1,0,0
3,20200607478,0,66052,2,0,1,0
3,20200607477,0,66078,8,0,1,0
3,20200607476,0,66109,9,1,0,0
3,20200607475,0,66119,9,1,0,0
3,20200607474,0,66138,8,0,1,0
3,20200607473,0,66151,1,1,0,0
3,20200607472,0,66173,3,1,0,0
3,20200607471,0,66203,3,1,0,0
3,20200607470,0,66212,2,0,1,0
3,20200607469,0,66240,0,0,1,1
3,20200607468,0,66247,7,1,0,0
3,20200607467,0,66233,3,1,0,0
3,20200607466,0,66222,2,0,1,0
3,20200607465,0,66234,4,0,1,0
3,20200607464,0,66208,8,0,1,0
3,20200607463,0,66198,8,0,1,0
3,20200607462,0,66187,7,1,0,0
3,20200607461,0,66195,5,1,0,1
3,20200607460,0,66200,0,0,1,1
3,20200607459,0,66200,0,0,1,1
3,20200607458,0,66211,1,1,0,0
3,20200607457,0,66215,5,1,0,1
3,20200607456,0,66227,7,1,0,0
3,20200607455,0,66205,5,1,0,1
3,20200607454,0,66195,5,1,0,1
3,20200607453,0,66209,9,1,0,0
3,20200607452,0,66224,4,0,1,0
3,20200607451,0,66212,2,0,1,0
3,20200607450,0,66218,8,0,1,0
3,20200607449,0,66200,0,0,1,1
3,20200607448,0,66190,0,0,1,1
3,20200607447,0,66200,0,0,1,1
3,20200607446,0,66203,3,1,0,0
3,20200607445,0,66223,3,1,0,0
3,20200607444,0,66201,1,1,0,0
3,20200607443,0,66214,4,0,1,0
3,20200607442,0,66200,0,0,1,1
3,20200607441,0,66195,5,1,0,1
3,20200607440,0,66211,1,1,0,0
3,20200607439,0,66200,0,0,1,1
3,20200607438,0,66196,6,0,1,0
3,20200607437,0,66228,8,0,1,0
3,20200607436,0,66219,9,1,0,0
3,20200607435,0,66235,5,1,0,1
3,20200607434,0,66246,6,0,1,0
3,20200607433,0,66247,7,1,0,0
3,20200607432,0,66227,7,1,0,0
3,20200607431,0,66223,3,1,0,0
3,20200607430,0,66198,8,0,1,0
3,20200607429,0,66207,7,1,0,0
3,20200607428,0,66215,5,1,0,1
3,20200607427,0,66208,8,0,1,0
3,20200607426,0,66200,0,0,1,1
3,20200607425,0,66198,8,0,1,0
3,20200607424,0,66208,8,0,1,0
3,20200607423,0,66206,6,0,1,0
3,20200607422,0,66213,3,1,0,0
3,20200607421,0,66206,6,0,1,0
3,20200607420,0,66236,6,0,1,0
3,20200607419,0,66221,1,1,0,0
3,20200607418,0,66218,8,0,1,0
3,20200607417,0,66203,3,1,0,0
3,20200607416,0,66204,4,0,1,0
3,20200607415,0,66215,5,1,0,1
3,20200607414,0,66194,4,0,1,0
3,20200607413,0,66194,4,0,1,0
3,20200607412,0,66196,6,0,1,0
3,20200607411,0,66209,9,1,0,0
3,20200607410,0,66191,1,1,0,0
3,20200607409,0,66193,3,1,0,0
3,20200607408,0,66176,6,0,1,0
3,20200607407,0,66186,6,0,1,0
3,20200607406,0,66186,6,0,1,0
3,20200607405,0,66177,7,1,0,0
3,20200607404,0,66206,6,0,1,0
3,20200607403,0,66209,9,1,0,0
3,20200607402,0,66188,8,0,1,0
3,20200607401,0,66188,8,0,1,0
3,20200607400,0,66187,7,1,0,0
3,20200607399,0,66182,2,0,1,0
3,20200607398,0,66181,1,1,0,0
3,20200607397,0,66164,4,0,1,0
3,20200607396,0,66146,6,0,1,0
3,20200607395,0,66166,6,0,1,0
3,20200607394,0,66154,4,0,1,0
3,20200607393,0,66147,7,1,0,0
3,20200607392,0,66127,7,1,0,0
3,20200607391,0,66137,7,1,0,0
3,20200607390,0,66100,0,0,1,1
3,20200607389,0,66123,3,1,0,0
3,20200607388,0,66134,4,0,1,0
3,20200607387,0,66162,2,0,1,0
3,20200607386,0,66161,1,1,0,0
3,20200607385,0,66158,8,0,1,0
3,20200607384,0,66155,5,1,0,1
3,20200607383,0,66148,8,0,1,0
3,20200607382,0,66149,9,1,0,0
3,20200607381,0,66140,0,0,1,1
3,20200607380,0,66140,0,0,1,1
3,20200607379,0,66161,1,1,0,0
3,20200607378,0,66135,5,1,0,1
3,20200607377,0,66127,7,1,0,0
3,20200607376,0,66132,2,0,1,0
3,20200607375,0,66114,4,0,1,0
3,20200607374,0,66143,3,1,0,0
3,20200607373,0,66164,4,0,1,0
3,20200607372,0,66167,7,1,0,0
3,20200607371,0,66190,0,0,1,1
3,20200607370,0,66186,6,0,1,0
3,20200607369,0,66202,2,0,1,0
3,20200607368,0,66189,9,1,0,0
3,20200607367,0,66196,6,0,1,0
3,20200607366,0,66200,0,0,1,1
3,20200607365,0,66184,4,0,1,0
3,20200607364,0,66178,8,0,1,0
3,20200607363,0,66160,0,0,1,1
3,20200607362,0,66176,6,0,1,0
3,20200607361,0,66180,0,0,1,1
3,20200607360,0,66197,7,1,0,0
3,20200607359,0,66170,0,0,1,1
3,20200607358,0,66191,1,1,0,0
3,20200607357,0,66192,2,0,1,0
3,20200607356,0,66185,5,1,0,1
3,20200607355,0,66188,8,0,1,0
3,20200607354,0,66205,5,1,0,1
3,20200607353,0,66215,5,1,0,1
3,20200607352,0,66216,6,0,1,0
3,20200607351,0,66202,2,0,1,0
3,20200607350,0,66201,1,1,0,0
3,20200607349,0,66219,9,1,0,0
3,20200607348,0,66223,3,1,0,0
3,20200607347,0,66255,5,1,0,1
3,20200607346,0,66232,2,0,1,0
3,20200607345,0,66223,3,1,0,0
3,20200607344,0,66213,3,1,0,0
3,20200607343,0,66197,7,1,0,0
3,20200607342,0,66209,9,1,0,0
3,20200607341,0,66210,0,0,1,1
3,20200607340,0,66212,2,0,1,0
3,20200607339,0,66215,5,1,0,1
3,20200607338,0,66200,0,0,1,1
3,20200607337,0,66226,6,0,1,0
3,20200607336,0,66221,1,1,0,0
3,20200607335,0,66219,9,1,0,0
3,20200607334,0,66241,1,1,0,0
3,20200607333,0,66252,2,0,1,0
3,20200607332,0,66237,7,1,0,0
3,20200607331,0,66213,3,1,0,0
3,20200607330,0,66201,1,1,0,0
3,20200607329,0,66214,4,0,1,0
3,20200607328,0,66193,3,1,0,0
3,20200607327,0,66182,2,0,1,0
3,20200607326,0,66215,5,1,0,1
3,20200607325,0,66226,6,0,1,0
3,20200607324,0,66229,9,1,0,0
3,20200607323,0,66236,6,0,1,0
3,20200607322,0,66232,2,0,1,0
3,20200607321,0,66246,6,0,1,0
3,20200607320,0,66224,4,0,1,0
3,20200607319,0,66253,3,1,0,0
3,20200607318,0,66250,0,0,1,1
3,20200607317,0,66231,1,1,0,0
3,20200607316,0,66233,3,1,0,0
3,20200607315,0,66219,9,1,0,0
3,20200607314,0,66236,6,0,1,0
3,20200607313,0,66249,9,1,0,0
3,20200607312,0,66248,8,0,1,0
3,20200607311,0,66236,6,0,1,0
3,20200607310,0,66211,1,1,0,0
3,20200607309,0,66202,2,0,1,0
3,20200607308,0,66198,8,0,1,0
3,20200607307,0,66191,1,1,0,0
3,20200607306,0,66174,4,0,1,0
3,20200607305,0,66183,3,1,0,0
3,20200607304,0,66180,0,0,1,1
3,20200607303,0,66187,7,1,0,0
3,20200607302,0,66188,8,0,1,0
3,20200607301,0,66218,8,0,1,0
3,20200607300,0,66244,4,0,1,0
3,20200607299,0,66211,1,1,0,0
3,20200607298,0,66209,9,1,0,0
3,20200607297,0,66200,0,0,1,1
3,20200607296,0,66201,1,1,0,0
3,20200607295,0,66218,8,0,1,0
3,20200607294,0,66201,1,1,0,0
3,20200607293,0,66214,4,0,1,0
3,20200607292,0,66220,0,0,1,1
3,20200607291,0,66195,5,1,0,1
3,20200607290,0,66220,0,0,1,1
3,20200607289,0,66223,3,1,0,0
3,20200607288,0,66243,3,1,0,0
3,20200607287,0,66240,0,0,1,1
3,20200607286,0,66243,3,1,0,0
3,20200607285,0,66253,3,1,0,0
3,20200607284,0,66246,6,0,1,0
3,20200607283,0,66239,9,1,0,0
3,20200607282,0,66253,3,1,0,0
3,20200607281,0,66252,2,0,1,0
3,20200607280,0,66244,4,0,1,0
3,20200607279,0,66237,7,1,0,0
3,20200607278,0,66220,0,0,1,1
3,20200607277,0,66233,3,1,0,0
3,20200607276,0,66219,9,1,0,0
3,20200607275,0,66226,6,0,1,0
3,20200607274,0,66243,3,1,0,0
3,20200607273,0,66247,7,1,0,0
3,20200607272,0,66264,4,0,1,0
3,20200607291,0,66195,5,1,0,1
3,20200607290,0,66220,0,0,1,1
3,20200607289,0,66223,3,1,0,0
3,20200607288,0,66243,3,1,0,0
3,20200607287,0,66240,0,0,1,1
3,20200607286,0,66243,3,1,0,0
3,20200607285,0,66253,3,1,0,0
3,20200607284,0,66246,6,0,1,0
3,20200607283,0,66239,9,1,0,0
3,20200607282,0,66253,3,1,0,0
3,20200607271,0,66258,8,0,1,0
3,20200607270,0,66279,9,1,0,0
3,20200607269,0,66267,7,1,0,0
3,20200607268,0,66248,8,0,1,0
3,20200607267,0,66262,2,0,1,0
3,20200607266,0,66245,5,1,0,1
3,20200607265,0,66234,4,0,1,0
3,20200607264,0,66239,9,1,0,0
3,20200607263,0,66225,5,1,0,1
3,20200607262,0,66206,6,0,1,0
3,20200607261,0,66219,9,1,0,0
3,20200607260,0,66216,6,0,1,0
3,20200607259,0,66216,6,0,1,0
3,20200607258,0,66239,9,1,0,0
3,20200607257,0,66242,2,0,1,0
3,20200607256,0,66235,5,1,0,1
3,20200607255,0,66248,8,0,1,0
3,20200607254,0,66268,8,0,1,0
3,20200607253,0,66241,1,1,0,0
3,20200607252,0,66230,0,0,1,1
3,20200607251,0,66232,2,0,1,0
3,20200607250,0,66239,9,1,0,0
3,20200607249,0,66222,2,0,1,0
3,20200607248,0,66220,0,0,1,1
3,20200607247,0,66235,5,1,0,1
3,20200607246,0,66200,0,0,1,1
3,20200607245,0,66201,1,1,0,0
3,20200607244,0,66188,8,0,1,0
3,20200607243,0,66155,5,1,0,1
3,20200607242,0,66162,2,0,1,0
3,20200607241,0,66155,5,1,0,1
3,20200607240,0,66153,3,1,0,0
3,20200607239,0,66135,5,1,0,1
3,20200607238,0,66128,8,0,1,0
3,20200607237,0,66140,0,0,1,1
3,20200607236,0,66144,4,0,1,0
3,20200607235,0,66142,2,0,1,0
3,20200607234,0,66162,2,0,1,0
3,20200607233,0,66150,0,0,1,1
3,20200607232,0,66153,3,1,0,0
3,20200607231,0,66133,3,1,0,0
3,20200607230,0,66128,8,0,1,0
3,20200607229,0,66153,3,1,0,0
3,20200607228,0,66164,4,0,1,0
3,20200607227,0,66171,1,1,0,0
3,20200607226,0,66179,9,1,0,0
3,20200607225,0,66161,1,1,0,0
3,20200607224,0,66163,3,1,0,0
3,20200607223,0,66172,2,0,1,0
3,20200607222,0,66185,5,1,0,1
3,20200607221,0,66198,8,0,1,0
3,20200607220,0,66205,5,1,0,1
3,20200607219,0,66211,1,1,0,0
3,20200607218,0,66222,2,0,1,0
3,20200607217,0,66233,3,1,0,0
3,20200607216,0,66241,1,1,0,0
3,20200607215,0,66230,0,0,1,1
3,20200607214,0,66208,8,0,1,0
3,20200607213,0,66207,7,1,0,0
3,20200607212,0,66213,3,1,0,0
3,20200607211,0,66215,5,1,0,1
3,20200607210,0,66216,6,0,1,0
3,20200607209,0,66233,3,1,0,0
3,20200607208,0,66251,1,1,0,0
3,20200607207,0,66267,7,1,0,0
3,20200607206,0,66260,0,0,1,1
3,20200607205,0,66254,4,0,1,0
3,20200607204,0,66267,7,1,0,0
3,20200607203,0,66265,5,1,0,1
3,20200607202,0,66262,2,0,1,0
3,20200607201,0,66246,6,0,1,0
3,20200607200,0,66230,0,0,1,1
3,20200607199,0,66240,0,0,1,1
